	items.a	items.b	items.g	items.u	means	F
tiger	2.62448161813786	2.76728741008549	0	1	0	1
tights	2.62448161813786	2.76728741008549	0	1	0	1
time	2.39491532634679	0.798236762389638	0	1	0	1
tiny	2.62448161813786	2.76728741008549	0	1	0	1
tired	2.62448161813786	2.76728741008549	0	1	0	1
tissue	2.62448161813786	2.76728741008549	0	1	0	1
to	2.64117868264586	0.700260555772122	0	1	0	1
toast	2.62448161813786	2.76728741008549	0	1	0	1
today	2.60008496297738	0.715288566327389	0	1	0	1
toe	2.62448161813786	2.76728741008549	0	1	0	1
tomorrow	2.62448161813786	2.76728741008549	0	1	0	1
tongue	2.62448161813786	2.76728741008549	0	1	0	1
tonight	2.62448161813786	2.76728741008549	0	1	0	1
too	2.75232942975892	0.0510686760774477	0	1	0	1
tooth	2.65972791919863	0.693632589997272	0	1	0	1
toothbrush	2.62448161813786	2.76728741008549	0	1	0	1
touch	2.62448161813786	2.76728741008549	0	1	0	1
towel	2.50564793389111	0.751741693131733	0	1	0	1
toy	2.62448161813786	2.76728741008549	0	1	0	1
tractor	2.62448161813786	2.76728741008549	0	1	0	1
train	2.65972791919863	0.693632589997272	0	1	0	1
trash	2.62448161813786	2.76728741008549	0	1	0	1
tray	2.62448161813786	2.76728741008549	0	1	0	1
tree	2.62448161813786	2.76728741008549	0	1	0	1
tricycle	2.61118494803352	0.411314065623525	0	1	0	1
truck	2.62448161813786	2.76728741008549	0	1	0	1
tummy	2.62448161813786	2.76728741008549	0	1	0	1
tuna	2.62448161813786	2.76728741008549	0	1	0	1
turkey	2.62448161813786	2.76728741008549	0	1	0	1
turtle	2.62448161813786	2.76728741008549	0	1	0	1
uncle	2.46302851832197	0.769131413687902	0	1	0	1
under	2.62448161813786	2.76728741008549	0	1	0	1
underpants	2.62448161813786	2.76728741008549	0	1	0	1
up	2.62448161813786	2.76728741008549	0	1	0	1
us	2.62448161813786	2.76728741008549	0	1	0	1
vacuum	2.62448161813786	2.76728741008549	0	1	0	1
vagina	2.78040287812741	0.652728612300181	0	1	0	1
vanilla	2.12406581566812	0.331309230008114	0	1	0	1
vitamins	2.62448161813786	2.76728741008549	0	1	0	1
vroom	2.62448161813786	2.76728741008549	0	1	0	1
wait	2.51445851713146	0.437127726643921	0	1	0	1
wake	2.78040287812741	0.652728612300181	0	1	0	1
walk	2.54401925747145	0.736595540000776	0	1	0	1
walker	2.64232364438821	0.699848685630282	0	1	0	1
wash	2.62448161813786	2.76728741008549	0	1	0	1
we	2.62448161813786	2.76728741008549	0	1	0	1
wet	2.62448161813786	2.76728741008549	0	1	0	1
what	2.62448161813786	2.76728741008549	0	1	0	1
when	2.62448161813786	2.76728741008549	0	1	0	1
where	2.62448161813786	2.76728741008549	0	1	0	1
which	2.62448161813786	2.76728741008549	0	1	0	1
white	2.66632669014326	0.397463344120078	0	1	0	1
who	2.62448161813786	2.76728741008549	0	1	0	1
why	2.62448161813786	2.76728741008549	0	1	0	1
wind	2.62448161813786	2.76728741008549	0	1	0	1
window	2.62448161813786	2.76728741008549	0	1	0	1
windy	2.62448161813786	2.76728741008549	0	1	0	1
wipe	2.49001757174153	0.0853970720216306	0	1	0	1
wish	2.45980864623751	0.77047025444588	0	1	0	1
with	2.62448161813786	2.76728741008549	0	1	0	1
wolf	2.6667729207472	0.691140044696559	0	1	0	1
woods	2.62448161813786	2.76728741008549	0	1	0	1
write	2.62448161813786	2.76728741008549	0	1	0	1
yard	2.62448161813786	2.76728741008549	0	1	0	1
yellow	2.62448161813786	2.76728741008549	0	1	0	1
yes	2.82658999153445	0.360374537136454	0	1	0	1
yesterday	2.62448161813786	2.76728741008549	0	1	0	1
yogurt	2.62448161813786	2.76728741008549	0	1	0	1
you	2.46302851832197	0.769131413687902	0	1	0	1
your	2.78040287812741	0.652728612300181	0	1	0	1
yourself	2.59106440745325	0.22277027954811	0	1	0	1
yucky	2.62448161813786	2.76728741008549	0	1	0	1
zebra	2.3295421132093	0.277998092039256	0	1	0	1
zipper	2.65003222851577	0.401494104606849	0	1	0	1
zoo	0	Inf	0	1	0	1
