	items.a	items.b	items.g	items.u	means	F1
tickle	1.56234089362265	2.1627586455794	0	1	0	1
tiger	5.9249261318896	1.8901313778916	0	1	0	1
tights	5.369609700736	3.74971021598531	0	1	0	1
time	1.89843298263084	-1.94602103890889	0	1	0	1
tiny	1.01465759654674	0.503053235023912	0	1	0	1
tired	7.15031899815131	0.499720434931955	0	1	0	1
tissue	4.40586219194717	1.94090677203802	0	1	0	1
to	1.85171519354586	-2.64067213971095	0	1	0	1
toast	5.92934334297271	1.89006345626627	0	1	0	1
today	7.21792430431351	1.43205060586173	0	1	0	1
toe	5.369609700736	3.74971021598531	0	1	0	1
tomorrow	2.05867944736947	0.818857493296148	0	1	0	1
tongue	1.35560759297199	0.837357298313709	0	1	0	1
tonight	1.06613759589152	2.1833699929151	0	1	0	1
too	1.03017629522741	0.247188097941925	0	1	0	1
tooth	3.49686092158324	1.76584916812587	0	1	0	1
toothbrush	5.36960970073599	3.74971021598532	0	1	0	1
touch	1.72114154799676	0.519807549721094	0	1	0	1
towel	0.762890384324653	3.18812363104594	0	1	0	1
toy	0.729498141166082	5.24950292237183	0	1	0	1
tractor	2.14598857375763	2.86713001987072	0	1	0	1
train	1.41617895488686	2.25382348163666	0	1	0	1
trash	0.728906111710603	1.6934021080926	0	1	0	1
tray	5.36960970073599	3.74971021598532	0	1	0	1
tree	1.33251470033045	0.839315674616854	0	1	0	1
tricycle	5.36960970073599	3.74971021598532	0	1	0	1
truck	1.39741240250016	3.55979768556935	0	1	0	1
tummy	5.36960970073599	3.74971021598532	0	1	0	1
tuna	1.36695340582102	2.4983529630296	0	1	0	1
turkey	5.36960970073599	3.74971021598532	0	1	0	1
turtle	5.36960970073599	3.74971021598532	0	1	0	1
uncle	2.28013817327177	1.09069225706845	0	1	0	1
under	1.68273360545918	-0.377917262665771	0	1	0	1
underpants	5.369609700736	3.74971021598531	0	1	0	1
up	2.35808844855223	-1.90041190412598	0	1	0	1
us	5.14211427057759	-1.10306406916836	0	1	0	1
vacuum	1.06990216419405	0.876616491307785	0	1	0	1
vagina	3.17755266960311	1.58800760991779	0	1	0	1
vanilla	1.35992936914452	1.06070765639262	0	1	0	1
vitamins	5.369609700736	3.74971021598531	0	1	0	1
vroom	5.369609700736	3.74971021598531	0	1	0	1
wait	1.18104357649479	-0.235614158182417	0	1	0	1
wake	41.7077518992951	-1.09229257905553	0	1	0	1
walk	1.9688977756953	-0.59405328700762	0	1	0	1
walker	5.369609700736	3.74971021598531	0	1	0	1
wash	1.77210305146257	0.104365574682901	0	1	0	1
we	1.66663114357464	-2.43630565464636	0	1	0	1
wet	2.46635039520429	1.44804541973601	0	1	0	1
what	3.1008585332758	-1.34103675446553	0	1	0	1
when	2.35871470153365	-1.90037540578365	0	1	0	1
where	2.92268880780593	-0.961395296223716	0	1	0	1
which	2.63375143511514	-0.813696261167821	0	1	0	1
white	1.55829451194601	0.406520823888564	0	1	0	1
who	43.8121948327461	-1.88460946047567	0	1	0	1
why	29.9586766072589	-0.407678506120238	0	1	0	1
wind	0.759597091921018	1.15245887412773	0	1	0	1
window	1.59716453424161	-0.147725967486251	0	1	0	1
windy	45.5792538679166	1.71161975266114	0	1	0	1
wipe	1.88787840574246	1.10887672247594	0	1	0	1
wish	2.21794737960357	0.0396011218985277	0	1	0	1
with	1.59797455137399	-2.73026739252286	0	1	0	1
wolf	1.79261025782851	2.69714718021974	0	1	0	1
woods	2.83053741658266	0.469778798519371	0	1	0	1
write	1.21454514897386	-0.356869936703904	0	1	0	1
yard	0.779389208347643	3.4652863419714	0	1	0	1
yellow	0.928958513882482	1.64247735376196	0	1	0	1
yes	0.830591196197926	3.01538219145042	0	1	0	1
yesterday	3.96337949378135	2.11814309849507	0	1	0	1
yogurt	5.36960970073599	3.74971021598532	0	1	0	1
you	2.82630677226665	-2.45333886152889	0	1	0	1
your	3.44679320116865	-1.88126599936519	0	1	0	1
yourself	1.85395147594899	0.00350906860975171	0	1	0	1
yucky	5.36960970073599	3.74971021598532	0	1	0	1
zebra	5.36960970073599	3.74971021598532	0	1	0	1
zipper	5.36960970073599	3.74971021598532	0	1	0	1
zoo	1.92198805462714	1.01028529707146	0	1	0	1
